id,pair_id,user_id,q1,algorithm,diff_fat,correct_answer,answer,gain
2749,10361,4d79ef5ced6dac3cab61bad8172e7eb3,recipe_2,images,8.33841,2,2,1
2755,13878,a2f282aa6e96137b6fe0329af487af6f,recipe_2,images,8.11702,2,2,1
2756,5161,a2f282aa6e96137b6fe0329af487af6f,recipe_1,top10,-13.154,1,1,1
2757,3896,a2f282aa6e96137b6fe0329af487af6f,recipe_2,top10,-7.54346,1,2,0
2758,5910,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,-16.7915,1,1,1
2759,10176,a2f282aa6e96137b6fe0329af487af6f,recipe_2,top10,5.68524,2,2,1
2760,10361,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,8.33841,2,1,0
2761,8672,a2f282aa6e96137b6fe0329af487af6f,recipe_2,images,14.596,2,2,1
2762,7671,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,7.00521,2,1,0
2763,7302,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,7.98187,2,1,0
2764,13342,a2f282aa6e96137b6fe0329af487af6f,recipe_2,top10,7.94316,2,2,1
2765,14335,a2f282aa6e96137b6fe0329af487af6f,recipe_1,top10,5.96259,2,1,0
2766,10747,a2f282aa6e96137b6fe0329af487af6f,recipe_2,images,11.3495,2,2,1
2767,2528,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,-6.39215,1,1,1
2768,1450,a2f282aa6e96137b6fe0329af487af6f,recipe_1,images,-6.07659,1,1,1
2769,10371,a2f282aa6e96137b6fe0329af487af6f,recipe_1,top10,7.31314,2,1,0
2770,2414,a2f282aa6e96137b6fe0329af487af6f,recipe_1,top10,-5.98981,1,1,1
2771,14335,f93c647846ff898f875e5147827660bb,recipe_2,top10,5.96259,2,2,1
2772,12470,f93c647846ff898f875e5147827660bb,recipe_2,top10,6.55463,2,2,1
2773,9250,f93c647846ff898f875e5147827660bb,recipe_1,images,6.90689,2,1,0
2774,2528,f93c647846ff898f875e5147827660bb,recipe_1,images,-6.39215,1,1,1
2775,11465,f93c647846ff898f875e5147827660bb,recipe_2,top10,8.80632,2,2,1
2776,4727,f93c647846ff898f875e5147827660bb,recipe_1,images,-14.6939,1,1,1
2777,2735,f93c647846ff898f875e5147827660bb,recipe_2,top10,-5.60294,1,2,0
2778,5970,f93c647846ff898f875e5147827660bb,recipe_1,top10,-6.54265,1,1,1
2779,13635,f93c647846ff898f875e5147827660bb,recipe_1,top10,6.17723,2,1,0
2780,2161,f93c647846ff898f875e5147827660bb,recipe_1,images,-10.3666,1,1,1
2781,3627,f93c647846ff898f875e5147827660bb,recipe_2,images,-10.6281,1,2,0
2782,10176,f93c647846ff898f875e5147827660bb,recipe_2,top10,5.68524,2,2,1
2783,5161,f93c647846ff898f875e5147827660bb,recipe_1,top10,-13.154,1,1,1
2784,10747,f93c647846ff898f875e5147827660bb,recipe_2,images,11.3495,2,2,1
2785,12628,f93c647846ff898f875e5147827660bb,recipe_2,top10,8.4602,2,2,1
2786,11158,f93c647846ff898f875e5147827660bb,recipe_2,top10,6.54578,2,2,1
2787,3896,b7c101c09a96c5187949434a52a1a7c9,recipe_1,top10,-7.54346,1,1,1
2788,10371,b7c101c09a96c5187949434a52a1a7c9,recipe_2,top10,7.31314,2,2,1
2789,4030,b7c101c09a96c5187949434a52a1a7c9,recipe_1,top10,-11.0786,1,1,1
2790,7735,b7c101c09a96c5187949434a52a1a7c9,recipe_2,images,12.7983,2,2,1
2791,12287,b7c101c09a96c5187949434a52a1a7c9,recipe_2,top10,6.08183,2,2,1
2792,12628,b7c101c09a96c5187949434a52a1a7c9,recipe_2,top10,8.4602,2,2,1
2793,5006,b7c101c09a96c5187949434a52a1a7c9,recipe_1,images,-5.7318,1,1,1
2794,2735,b7c101c09a96c5187949434a52a1a7c9,recipe_1,top10,-5.60294,1,1,1
2795,5161,b7c101c09a96c5187949434a52a1a7c9,recipe_1,top10,-13.154,1,1,1
2796,2161,b7c101c09a96c5187949434a52a1a7c9,recipe_1,images,-10.3666,1,1,1
2797,9250,b7c101c09a96c5187949434a52a1a7c9,recipe_1,images,6.90689,2,1,0
2798,5910,b7c101c09a96c5187949434a52a1a7c9,recipe_2,images,-16.7915,1,2,0
2799,7674,b7c101c09a96c5187949434a52a1a7c9,recipe_2,images,8.89186,2,2,1
2800,10747,b7c101c09a96c5187949434a52a1a7c9,recipe_1,images,11.3495,2,1,0
2801,9872,b7c101c09a96c5187949434a52a1a7c9,recipe_2,top10,8.6591,2,2,1
2802,5833,b7c101c09a96c5187949434a52a1a7c9,recipe_2,top10,-9.12594,1,2,0
2819,221,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,top10,-22.4079,1,2,0
2820,10726,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,images,19.6225,2,2,1
2821,10361,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,images,8.33841,2,2,1
2822,10747,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,images,11.3495,2,1,0
2823,5337,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,top10,-9.07995,1,1,1
2824,13878,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,images,8.11702,2,2,1
2825,8672,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,images,14.596,2,2,1
2826,12287,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,top10,6.08183,2,2,1
2827,3896,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,top10,-7.54346,1,1,1
2828,3627,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,images,-10.6281,1,1,1
2829,3627,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,images,-10.6281,1,1,1
2831,7302,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,images,7.98187,2,1,0
2832,2414,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,top10,-5.98981,1,1,1
2834,5161,d5b6f50980fc1f782ab9112481c6c8a3,recipe_2,top10,-13.154,1,2,0
2835,7674,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,images,8.89186,2,1,0
2836,12585,d5b6f50980fc1f782ab9112481c6c8a3,recipe_1,top10,8.47327,2,1,0
2851,5006,8fb4f1dba74640f6efade116747083e3,recipe_1,images,-5.7318,1,1,1
2852,12628,8fb4f1dba74640f6efade116747083e3,recipe_1,top10,8.4602,2,1,0
2853,10747,8fb4f1dba74640f6efade116747083e3,recipe_2,images,11.3495,2,2,1
2854,1450,8fb4f1dba74640f6efade116747083e3,recipe_2,images,-6.07659,1,2,0
2855,14549,8fb4f1dba74640f6efade116747083e3,recipe_2,images,7.11652,2,2,1
2856,2414,8fb4f1dba74640f6efade116747083e3,recipe_1,top10,-5.98981,1,1,1
2857,12287,8fb4f1dba74640f6efade116747083e3,recipe_2,top10,6.08183,2,2,1
2858,10176,8fb4f1dba74640f6efade116747083e3,recipe_1,top10,5.68524,2,1,0
2859,12211,8fb4f1dba74640f6efade116747083e3,recipe_2,images,10.1655,2,2,1
2860,11465,8fb4f1dba74640f6efade116747083e3,recipe_2,top10,8.80632,2,2,1
2861,13878,8fb4f1dba74640f6efade116747083e3,recipe_2,images,8.11702,2,2,1
2862,5910,8fb4f1dba74640f6efade116747083e3,recipe_1,images,-16.7915,1,1,1
2863,8529,8fb4f1dba74640f6efade116747083e3,recipe_1,images,7.92281,2,1,0
2864,11772,8fb4f1dba74640f6efade116747083e3,recipe_1,top10,8.70904,2,1,0
2865,6269,8fb4f1dba74640f6efade116747083e3,recipe_2,top10,-8.77411,1,2,0
2866,2735,8fb4f1dba74640f6efade116747083e3,recipe_2,top10,-5.60294,1,2,0
2867,5833,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,top10,-9.12594,1,1,1
2868,7302,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,images,7.98187,2,2,1
2869,12628,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,top10,8.4602,2,2,1
2870,11438,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,7.51731,2,1,0
2871,2735,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,top10,-5.60294,1,2,0
2872,2161,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,-10.3666,1,1,1
2873,3577,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,-8.43872,1,1,1
2874,3627,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,-10.6281,1,1,1
2875,4030,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,top10,-11.0786,1,2,0
2876,9872,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,top10,8.6591,2,2,1
2877,12585,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,top10,8.47327,2,1,0
2878,205,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,images,-6.20867,1,2,0
2879,14549,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,7.11652,2,1,0
2880,4555,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,images,-5.67558,1,1,1
2881,10371,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_2,top10,7.31314,2,2,1
2882,2035,4271ce9a986e8e5f98bc18bb2cb3d010,recipe_1,top10,-8.37872,1,1,1
2883,11465,90aed4117789e275ff1b6c734af4e123,recipe_2,top10,8.80632,2,2,1
2884,7302,90aed4117789e275ff1b6c734af4e123,recipe_1,images,7.98187,2,1,0
2885,10726,90aed4117789e275ff1b6c734af4e123,recipe_2,images,19.6225,2,2,1
2886,4030,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-11.0786,1,1,1
2887,5161,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-13.154,1,1,1
2888,10979,90aed4117789e275ff1b6c734af4e123,recipe_1,images,10.7238,2,1,0
2889,5337,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-9.07995,1,1,1
2890,221,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-22.4079,1,1,1
2891,3896,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-7.54346,1,1,1
2892,10371,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,7.31314,2,1,0
2893,2528,90aed4117789e275ff1b6c734af4e123,recipe_1,images,-6.39215,1,1,1
2894,14549,90aed4117789e275ff1b6c734af4e123,recipe_2,images,7.11652,2,2,1
2895,3577,90aed4117789e275ff1b6c734af4e123,recipe_1,images,-8.43872,1,1,1
2896,13635,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,6.17723,2,1,0
2897,11158,90aed4117789e275ff1b6c734af4e123,recipe_2,top10,6.54578,2,2,1
2898,6269,90aed4117789e275ff1b6c734af4e123,recipe_1,top10,-8.77411,1,1,1
2905,2161,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,images,-10.3666,1,1,1
2906,4555,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,images,-5.67558,1,1,1
2907,221,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,top10,-22.4079,1,2,0
2908,11438,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,images,7.51731,2,1,0
2909,10361,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,images,8.33841,2,1,0
2910,10747,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,images,11.3495,2,1,0
2911,2035,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,top10,-8.37872,1,1,1
2912,5970,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,top10,-6.54265,1,1,1
2913,3896,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,top10,-7.54346,1,2,0
2914,4030,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,top10,-11.0786,1,2,0
2915,7735,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,images,12.7983,2,2,1
2916,6269,96cdce6d4a54bd793a0bb20ca413caa9,recipe_1,top10,-8.77411,1,1,1
2917,13878,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,images,8.11702,2,2,1
2918,12470,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,top10,6.55463,2,2,1
2919,7674,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,images,8.89186,2,2,1
2920,10726,96cdce6d4a54bd793a0bb20ca413caa9,recipe_2,images,19.6225,2,2,1
2921,9250,8e801bc6dff76dcee6a0ddca64febdde,recipe_2,images,6.90689,2,2,1
2922,5970,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,-6.54265,1,1,1
2923,2161,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,images,-10.3666,1,1,1
2924,12470,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,6.55463,2,1,0
2925,5337,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,-9.07995,1,1,1
2926,14335,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,5.96259,2,1,0
2927,10371,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,7.31314,2,1,0
2928,2735,8e801bc6dff76dcee6a0ddca64febdde,recipe_2,top10,-5.60294,1,2,0
2929,9872,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,8.6591,2,1,0
2930,14549,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,images,7.11652,2,1,0
2931,5161,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,-13.154,1,1,1
2932,12211,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,images,10.1655,2,1,0
2933,13635,8e801bc6dff76dcee6a0ddca64febdde,recipe_2,top10,6.17723,2,2,1
2934,6629,8e801bc6dff76dcee6a0ddca64febdde,recipe_1,top10,-17.6358,1,1,1
2935,13342,8e801bc6dff76dcee6a0ddca64febdde,recipe_2,top10,7.94316,2,2,1
2936,5006,8e801bc6dff76dcee6a0ddca64febdde,recipe_2,images,-5.7318,1,2,0
2937,4727,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,images,-14.6939,1,1,1
2938,10371,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,7.31314,2,1,0
2939,8529,ea8fa672beba96f82c37dfb93ac277e9,recipe_2,images,7.92281,2,2,1
2940,12470,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,6.55463,2,1,0
2941,11465,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,8.80632,2,1,0
2942,7302,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,images,7.98187,2,1,0
2943,9250,ea8fa672beba96f82c37dfb93ac277e9,recipe_2,images,6.90689,2,2,1
2944,12287,ea8fa672beba96f82c37dfb93ac277e9,recipe_2,top10,6.08183,2,2,1
2945,10361,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,images,8.33841,2,1,0
2946,2735,ea8fa672beba96f82c37dfb93ac277e9,recipe_2,top10,-5.60294,1,2,0
2947,6629,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,-17.6358,1,1,1
2948,7735,ea8fa672beba96f82c37dfb93ac277e9,recipe_2,images,12.7983,2,2,1
2949,14335,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,5.96259,2,1,0
2950,5910,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,images,-16.7915,1,1,1
2951,7671,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,images,7.00521,2,1,0
2952,12628,ea8fa672beba96f82c37dfb93ac277e9,recipe_1,top10,8.4602,2,1,0
2953,13878,55bc13921158a99ffa8d9079069ea6e1,recipe_2,images,8.11702,2,2,1
2954,5006,55bc13921158a99ffa8d9079069ea6e1,recipe_2,images,-5.7318,1,2,0
2955,2528,55bc13921158a99ffa8d9079069ea6e1,recipe_1,images,-6.39215,1,1,1
2956,6629,55bc13921158a99ffa8d9079069ea6e1,recipe_1,top10,-17.6358,1,1,1
2957,12287,55bc13921158a99ffa8d9079069ea6e1,recipe_2,top10,6.08183,2,2,1
2958,11158,55bc13921158a99ffa8d9079069ea6e1,recipe_1,top10,6.54578,2,1,0
2959,12211,55bc13921158a99ffa8d9079069ea6e1,recipe_1,images,10.1655,2,1,0
2960,5970,55bc13921158a99ffa8d9079069ea6e1,recipe_1,top10,-6.54265,1,1,1
2961,6269,55bc13921158a99ffa8d9079069ea6e1,recipe_1,top10,-8.77411,1,1,1
2962,8672,55bc13921158a99ffa8d9079069ea6e1,recipe_1,images,14.596,2,1,0
2963,11465,55bc13921158a99ffa8d9079069ea6e1,recipe_2,top10,8.80632,2,2,1
2964,2035,55bc13921158a99ffa8d9079069ea6e1,recipe_2,top10,-8.37872,1,2,0
2965,8529,55bc13921158a99ffa8d9079069ea6e1,recipe_2,images,7.92281,2,2,1
2966,7674,55bc13921158a99ffa8d9079069ea6e1,recipe_1,images,8.89186,2,1,0
2967,1450,55bc13921158a99ffa8d9079069ea6e1,recipe_1,images,-6.07659,1,1,1
2968,10176,55bc13921158a99ffa8d9079069ea6e1,recipe_2,top10,5.68524,2,2,1
2969,5161,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-13.154,1,1,1
2969,5161,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-13.154,1,1,1
2970,10979,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,10.7238,2,2,1
2970,10979,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,10.7238,2,2,1
2971,8672,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,14.596,2,1,0
2971,8672,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,14.596,2,1,0
2972,7735,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,12.7983,2,2,1
2972,7735,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,12.7983,2,2,1
2973,5970,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-6.54265,1,1,1
2973,5970,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-6.54265,1,1,1
2974,12585,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,8.47327,2,1,0
2974,12585,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,8.47327,2,1,0
2975,14335,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,top10,5.96259,2,2,1
2975,14335,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,top10,5.96259,2,2,1
2976,4727,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,-14.6939,1,1,1
2976,4727,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,-14.6939,1,1,1
2977,11438,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,7.51731,2,1,0
2977,11438,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,7.51731,2,1,0
2978,5833,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,top10,-9.12594,1,2,0
2978,5833,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,top10,-9.12594,1,2,0
2979,7302,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,7.98187,2,2,1
2979,7302,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,7.98187,2,2,1
2980,6629,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-17.6358,1,1,1
2980,6629,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-17.6358,1,1,1
2981,3627,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,-10.6281,1,1,1
2981,3627,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,images,-10.6281,1,1,1
2982,7671,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,7.00521,2,2,1
2982,7671,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,7.00521,2,2,1
2983,2035,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-8.37872,1,1,1
2983,2035,9178a0c7cfd6fb45df36e3378121ffb5,recipe_1,top10,-8.37872,1,1,1
2984,9250,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,6.90689,2,2,1
2984,9250,9178a0c7cfd6fb45df36e3378121ffb5,recipe_2,images,6.90689,2,2,1
2985,7674,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,images,8.89186,2,1,0
2986,2161,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,images,-10.3666,1,2,0
2987,13878,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,images,8.11702,2,2,1
2988,7735,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,images,12.7983,2,2,1
2989,11158,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,top10,6.54578,2,2,1
2990,7671,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,images,7.00521,2,1,0
2991,2735,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,top10,-5.60294,1,2,0
2992,3896,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,-7.54346,1,1,1
2993,5337,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,-9.07995,1,1,1
2994,9872,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,8.6591,2,1,0
2995,2035,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,-8.37872,1,1,1
2996,7302,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,images,7.98187,2,1,0
2997,12628,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,8.4602,2,1,0
2998,11438,8025cf8bbc40485a6709d3d1f2bbd351,recipe_2,images,7.51731,2,2,1
2999,4030,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,top10,-11.0786,1,1,1
3000,3577,8025cf8bbc40485a6709d3d1f2bbd351,recipe_1,images,-8.43872,1,1,1
3001,7674,7cab89f36881d3136bcc1529b1f5615a,recipe_1,images,8.89186,2,1,0
3002,5161,7cab89f36881d3136bcc1529b1f5615a,recipe_1,top10,-13.154,1,1,1
3003,7302,7cab89f36881d3136bcc1529b1f5615a,recipe_2,images,7.98187,2,2,1
3004,8672,7cab89f36881d3136bcc1529b1f5615a,recipe_1,images,14.596,2,1,0
3005,3627,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,-10.6281,1,1,1
3006,4555,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,-5.67558,1,1,1
3007,14335,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,top10,5.96259,2,1,0
3008,3577,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,images,-8.43872,1,2,0
3009,11772,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,top10,8.70904,2,2,1
3010,1450,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,-6.07659,1,1,1
3011,5161,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,top10,-13.154,1,1,1
3012,221,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,top10,-22.4079,1,2,0
3013,5833,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,top10,-9.12594,1,1,1
3014,2528,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,-6.39215,1,1,1
3015,12211,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,images,10.1655,2,2,1
3016,7671,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,images,7.00521,2,2,1
3017,8672,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,14.596,2,1,0
3018,12470,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_2,top10,6.55463,2,2,1
3019,10361,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,images,8.33841,2,1,0
3020,12585,29f5d6d144bab42fdf33f7e9cfe02d1a,recipe_1,top10,8.47327,2,1,0
